article_id,title,user_id
1052.0,access db2 warehouse on cloud and db2 with python,14
173.0,"10 must attend data science, ml and ai conferences in 2018",110
1328.0,income (2015): united states demographic measures,107
1293.0,finding optimal locations of new store using decision optimization,28
1431.0,visualize car data with brunel,87
943.0,discover hidden facebook usage insights,53
1162.0,analyze energy consumption in buildings,4
1427.0,"use xgboost, scikit-learn & ibm watson machine learning apis",111
1305.0,gosales transactions for naive bayes model,112
1191.0,country statistics - europe - population and society,113
1276.0,deploy your python model as a restful api,82
173.0,"10 must attend data science, ml and ai conferences in 2018",114
409.0,using github for project control in dsx,23
1343.0,maximize oil company profits,115
1160.0,analyze accident reports on amazon emr spark,26
1360.0,pixieapp for outlier detection,52
1351.0,model bike sharing data with spss,27
1431.0,visualize car data with brunel,56
1163.0,analyze open data sets with spark & pixiedust,58
173.0,"10 must attend data science, ml and ai conferences in 2018",116
1320.0,housing (2015): united states demographic measures,117
1162.0,analyze energy consumption in buildings,25
1276.0,deploy your python model as a restful api,118
1422.0,use r dataframes & ibm watson natural language understanding,33
189.0,common excel tasks demonstrated in pandas,14
1430.0,"using pixiedust for fast, flexible, and easier data analysis and experimentation",1
221.0,how smart catalogs can turn the big data flood into an ocean of opportunity,60
593.0,upload files to ibm data science experience using the command line,78
43.0,deep learning with tensorflow course by big data university,24
164.0,learn tensorflow and deep learning together and now!,24
695.0,excel files: loading from object storage — python,78
528.0,10 tips on using jupyter notebook,8
1184.0,"city population by sex, city and city type",119
1330.0,insights from new york car accident reports,120
302.0,accelerate your workflow with dsx,8
1184.0,"city population by sex, city and city type",106
1427.0,"use xgboost, scikit-learn & ibm watson machine learning apis",121
1171.0,"apache spark lab, part 2: querying data",10
1320.0,housing (2015): united states demographic measures,122
692.0,15 page tutorial for r,41
943.0,discover hidden facebook usage insights,52
1429.0,use deep learning for image classification,7
1432.0,visualize data with the matplotlib library,123
865.0,analyze traffic data from the city of san francisco,32
667.0,imitation learning in tensorflow (hopper from openai gym),90
1263.0,country statistics: unemployment rate,45
316.0,"leverage python, scikit, and text classification for behavioral profiling",35
1185.0,classify tumors with machine learning,122
1162.0,analyze energy consumption in buildings,25
173.0,"10 must attend data science, ml and ai conferences in 2018",124
1172.0,"apache spark lab, part 3: machine learning",125
1054.0,access mysql with r,37
930.0,how to use version control (github) in rstudio within dsx?,63
1351.0,model bike sharing data with spss,5
1360.0,pixieapp for outlier detection,96
400.0,read and write data to and from amazon s3 buckets in rstudio,126
1052.0,access db2 warehouse on cloud and db2 with python,14
680.0,how the circle line rogue train was caught with data,94
1431.0,visualize car data with brunel,6
1428.0,use decision optimization to schedule league games,13
1429.0,use deep learning for image classification,87
1162.0,analyze energy consumption in buildings,25
1162.0,analyze energy consumption in buildings,127
1427.0,"use xgboost, scikit-learn & ibm watson machine learning apis",58
1293.0,finding optimal locations of new store using decision optimization,92
1162.0,analyze energy consumption in buildings,21
1338.0,ml optimization using cognitive assistant,65
1324.0,ibm watson facebook posts for 2015,45
593.0,upload files to ibm data science experience using the command line,14
1432.0,visualize data with the matplotlib library,128
1155.0,airbnb data for analytics: vienna reviews,45
173.0,"10 must attend data science, ml and ai conferences in 2018",107
528.0,10 tips on using jupyter notebook,8
1304.0,gosales transactions for logistic regression model,16
1225.0,country statistics: health expenditures,74
1338.0,ml optimization using cognitive assistant,117
844.0,use the cloudant-spark connector in python notebook,86
1174.0,breast cancer wisconsin (diagnostic) data set,10
1320.0,housing (2015): united states demographic measures,122
33.0,using brunel in ipython/jupyter notebooks,28
1162.0,analyze energy consumption in buildings,75
1360.0,pixieapp for outlier detection,129
460.0,web picks - dataminingapps,60
1330.0,insights from new york car accident reports,34
1052.0,access db2 warehouse on cloud and db2 with python,14
1400.0,uci ml repository: chronic kidney disease data set,57
43.0,deep learning with tensorflow course by big data university,28
1169.0,annual precipitation by country 1990-2009,44
871.0,overfitting in machine learning: what it is and how to prevent it,50
1164.0,analyze open data sets with pandas dataframes,14
813.0,generative adversarial networks (gans),130
1429.0,use deep learning for image classification,87
1164.0,analyze open data sets with pandas dataframes,14
468.0,what is hadoop?,49
1432.0,visualize data with the matplotlib library,123
173.0,"10 must attend data science, ml and ai conferences in 2018",48
1320.0,housing (2015): united states demographic measures,131
1425.0,use spark for r to load data and run sql queries,132
173.0,"10 must attend data science, ml and ai conferences in 2018",133
173.0,"10 must attend data science, ml and ai conferences in 2018",134
1395.0,the unit commitment problem,135
930.0,how to use version control (github) in rstudio within dsx?,61
1400.0,uci ml repository: chronic kidney disease data set,136
645.0,how to perform a logistic regression in r,11
1330.0,insights from new york car accident reports,137
373.0,working with notebooks in dsx,138
880.0,probabilistic graphical models tutorial — part 1 – stats and bots,139
1318.0,household consumption expenditure,140
18.0,the greatest public datasets for ai – startup grind,141
1430.0,"using pixiedust for fast, flexible, and easier data analysis and experimentation",21
1338.0,ml optimization using cognitive assistant,142
1423.0,use sql with data in hadoop python,71
502.0,"this week in data science (august 02, 2016)",45
880.0,probabilistic graphical models tutorial — part 1 – stats and bots,143
1393.0,the nurse assignment problem,135
880.0,probabilistic graphical models tutorial — part 1 – stats and bots,144
173.0,"10 must attend data science, ml and ai conferences in 2018",145
1405.0,uci: heart disease - cleveland,146
1185.0,classify tumors with machine learning,24
1330.0,insights from new york car accident reports,3
1330.0,insights from new york car accident reports,147
1338.0,ml optimization using cognitive assistant,148
1400.0,uci ml repository: chronic kidney disease data set,40
486.0,use spark r to load and analyze data,149
1428.0,use decision optimization to schedule league games,135
1330.0,insights from new york car accident reports,147
1429.0,use deep learning for image classification,21
1160.0,analyze accident reports on amazon emr spark,144
1160.0,analyze accident reports on amazon emr spark,150
1171.0,"apache spark lab, part 2: querying data",151
173.0,"10 must attend data science, ml and ai conferences in 2018",152
880.0,probabilistic graphical models tutorial — part 1 – stats and bots,61
173.0,"10 must attend data science, ml and ai conferences in 2018",135
1332.0,intents & examples for ibm watson conversation,144
1393.0,the nurse assignment problem,153
1423.0,use sql with data in hadoop python,132
486.0,use spark r to load and analyze data,151
12.0,timeseries data analysis of iot events by using jupyter notebook,139
1400.0,uci ml repository: chronic kidney disease data set,22
521.0,learn about data science in world of watson,154
173.0,"10 must attend data science, ml and ai conferences in 2018",142
1338.0,ml optimization using cognitive assistant,155
1191.0,country statistics - europe - population and society,155
1400.0,uci ml repository: chronic kidney disease data set,156
14.0,got zip code data? prep it for analytics. – ibm watson data lab – medium,23
173.0,"10 must attend data science, ml and ai conferences in 2018",157
1172.0,"apache spark lab, part 3: machine learning",158
205.0,a beginner's guide to variational methods,140
1427.0,"use xgboost, scikit-learn & ibm watson machine learning apis",131
1328.0,income (2015): united states demographic measures,131
1170.0,"apache spark lab, part 1: basic concepts",135
1356.0,occupation (2015): united states demographic measures,159
732.0,rapidly build machine learning flows with dsx,160
1423.0,use sql with data in hadoop python,132
1427.0,"use xgboost, scikit-learn & ibm watson machine learning apis",146
1304.0,gosales transactions for logistic regression model,161
911.0,using machine learning to predict baseball injuries,162
1426.0,use spark for scala to load data and run sql queries,125
12.0,timeseries data analysis of iot events by using jupyter notebook,139
880.0,probabilistic graphical models tutorial — part 1 – stats and bots,134
865.0,analyze traffic data from the city of san francisco,32
943.0,discover hidden facebook usage insights,28
1314.0,healthcare python streaming application demo,163
1184.0,"city population by sex, city and city type",164
1338.0,ml optimization using cognitive assistant,165
1165.0,analyze precipitation data,98
1162.0,analyze energy consumption in buildings,17
880.0,probabilistic graphical models tutorial — part 1 – stats and bots,166
609.0,simple linear regression? do it the bayesian way,167
1338.0,ml optimization using cognitive assistant,48
1163.0,analyze open data sets with spark & pixiedust,140
278.0,deep learning trends and an example,45
1330.0,insights from new york car accident reports,147
1296.0,fortune 100 companies,168
202.0,analyze open data sets using pandas in a python notebook,169
1166.0,analyzing data by using the sparkling.data library features,58
785.0,interactive time series with dygraphs,139
164.0,learn tensorflow and deep learning together and now!,170
1423.0,use sql with data in hadoop python,60
1276.0,deploy your python model as a restful api,171
1360.0,pixieapp for outlier detection,166
486.0,use spark r to load and analyze data,137
173.0,"10 must attend data science, ml and ai conferences in 2018",172
1074.0,airbnb data for analytics: barcelona reviews,155
805.0,machine learning for everyone,173
111.0,tidy up your jupyter notebooks with scripts,174
939.0,deep learning from scratch i: computational graphs,139
880.0,probabilistic graphical models tutorial — part 1 – stats and bots,175
1293.0,finding optimal locations of new store using decision optimization,176
1320.0,housing (2015): united states demographic measures,131
720.0,data visualization playbook: telling the data story,177
29.0,experience iot with coursera,23
1293.0,finding optimal locations of new store using decision optimization,135
1320.0,housing (2015): united states demographic measures,131
460.0,web picks - dataminingapps,178
1293.0,finding optimal locations of new store using decision optimization,23
173.0,"10 must attend data science, ml and ai conferences in 2018",140
1351.0,model bike sharing data with spss,167
173.0,"10 must attend data science, ml and ai conferences in 2018",179
486.0,use spark r to load and analyze data,155
1185.0,classify tumors with machine learning,163
1320.0,housing (2015): united states demographic measures,180
1429.0,use deep learning for image classification,181
1430.0,"using pixiedust for fast, flexible, and easier data analysis and experimentation",171
1393.0,the nurse assignment problem,66
221.0,how smart catalogs can turn the big data flood into an ocean of opportunity,182
1305.0,gosales transactions for naive bayes model,112
1042.0,use ibm data science experience to read and write data stored on amazon s3,183
1160.0,analyze accident reports on amazon emr spark,171
1330.0,insights from new york car accident reports,147
173.0,"10 must attend data science, ml and ai conferences in 2018",184
880.0,probabilistic graphical models tutorial — part 1 – stats and bots,185
1172.0,"apache spark lab, part 3: machine learning",125
1426.0,use spark for scala to load data and run sql queries,132
12.0,timeseries data analysis of iot events by using jupyter notebook,139
1162.0,analyze energy consumption in buildings,21
43.0,deep learning with tensorflow course by big data university,186
362.0,dsx: hybrid mode,58
1429.0,use deep learning for image classification,187
33.0,using brunel in ipython/jupyter notebooks,30
679.0,this week in data science,45
382.0,what is text analytics?,180
1314.0,healthcare python streaming application demo,188
521.0,learn about data science in world of watson,154
151.0,jupyter notebook tutorial,189
898.0,neural language modeling from scratch (part 1),190
1165.0,analyze precipitation data,191
542.0,getting started with python,192
1293.0,finding optimal locations of new store using decision optimization,193
1305.0,gosales transactions for naive bayes model,156
1400.0,uci ml repository: chronic kidney disease data set,156
1330.0,insights from new york car accident reports,147
173.0,"10 must attend data science, ml and ai conferences in 2018",194
651.0,analyzing streaming data from kafka topics,195
1398.0,total population by country,168
1368.0,putting a human face on machine learning,182
173.0,"10 must attend data science, ml and ai conferences in 2018",160
1280.0,education (2015): united states demographic measures,144
1314.0,healthcare python streaming application demo,188
844.0,use the cloudant-spark connector in python notebook,196
1427.0,"use xgboost, scikit-learn & ibm watson machine learning apis",163
20.0,working interactively with rstudio and notebooks in dsx,197
1320.0,housing (2015): united states demographic measures,168
57.0,transfer learning for flight delay prediction via variational autoencoders,198
1429.0,use deep learning for image classification,23
1338.0,ml optimization using cognitive assistant,131
1394.0,the nurse assignment problem data,168
1403.0,uci: car evaluation,159
1427.0,"use xgboost, scikit-learn & ibm watson machine learning apis",44
1293.0,finding optimal locations of new store using decision optimization,23
1165.0,analyze precipitation data,191
645.0,how to perform a logistic regression in r,137
1360.0,pixieapp for outlier detection,21
1431.0,visualize car data with brunel,199
1330.0,insights from new york car accident reports,171
1314.0,healthcare python streaming application demo,200
1364.0,predicting churn with the spss random tree algorithm,24
173.0,"10 must attend data science, ml and ai conferences in 2018",190
1436.0,welcome to pixiedust,201
880.0,probabilistic graphical models tutorial — part 1 – stats and bots,202
1314.0,healthcare python streaming application demo,171
930.0,how to use version control (github) in rstudio within dsx?,203
720.0,data visualization playbook: telling the data story,23
880.0,probabilistic graphical models tutorial — part 1 – stats and bots,160
1057.0,"adolescent fertility rate (births per 1,000 women ages 15-19), worldwide",203
542.0,getting started with python,192
164.0,learn tensorflow and deep learning together and now!,11
880.0,probabilistic graphical models tutorial — part 1 – stats and bots,204
732.0,rapidly build machine learning flows with dsx,139
109.0,tensorflow quick tips,170
1060.0,airbnb data for analytics: amsterdam listings,197
1320.0,housing (2015): united states demographic measures,131
43.0,deep learning with tensorflow course by big data university,11
173.0,"10 must attend data science, ml and ai conferences in 2018",205
68.0,an introduction to scientific python (and a bit of the maths behind it) – numpy,190
740.0,10 pieces of advice to beginner data scientists,140
1407.0,uci: poker hand - testing data set,206
164.0,learn tensorflow and deep learning together and now!,207
1304.0,gosales transactions for logistic regression model,23
1429.0,use deep learning for image classification,187
1314.0,healthcare python streaming application demo,58
1274.0,data model with streaming analytics and python,208
1328.0,income (2015): united states demographic measures,135
1314.0,healthcare python streaming application demo,163
1427.0,"use xgboost, scikit-learn & ibm watson machine learning apis",44
1338.0,ml optimization using cognitive assistant,209
1293.0,finding optimal locations of new store using decision optimization,23
1427.0,"use xgboost, scikit-learn & ibm watson machine learning apis",146
1048.0,"1357    what i learned implementing a classifier from ...
Name: title, dtype: object",210
1171.0,"apache spark lab, part 2: querying data",151
146.0,how to use db2 warehouse on cloud in data science experience notebooks,138
1368.0,putting a human face on machine learning,211
362.0,dsx: hybrid mode,178
1354.0,movie recommender system with spark machine learning,190
651.0,analyzing streaming data from kafka topics,195
362.0,dsx: hybrid mode,170
1351.0,model bike sharing data with spss,6
1328.0,income (2015): united states demographic measures,135
1324.0,ibm watson facebook posts for 2015,159
173.0,"10 must attend data science, ml and ai conferences in 2018",210
1330.0,insights from new york car accident reports,147
1393.0,the nurse assignment problem,66
1170.0,"apache spark lab, part 1: basic concepts",125
844.0,use the cloudant-spark connector in python notebook,212
1163.0,analyze open data sets with spark & pixiedust,140
310.0,time series prediction using recurrent neural networks (lstms),178
213.0,modeling energy usage in new york city,3
1314.0,healthcare python streaming application demo,213
1427.0,"use xgboost, scikit-learn & ibm watson machine learning apis",155
1276.0,deploy your python model as a restful api,214
486.0,use spark r to load and analyze data,155
486.0,use spark r to load and analyze data,137
1351.0,model bike sharing data with spss,215
1320.0,housing (2015): united states demographic measures,159
939.0,deep learning from scratch i: computational graphs,45
1014.0,"1448    i ranked every intro to data science course on...
Name: title, dtype: object",204
1053.0,access mysql with python,212
1420.0,use apache systemml and spark for machine learning,158
68.0,an introduction to scientific python (and a bit of the maths behind it) – numpy,192
930.0,how to use version control (github) in rstudio within dsx?,216
1360.0,pixieapp for outlier detection,126
1162.0,analyze energy consumption in buildings,194
173.0,"10 must attend data science, ml and ai conferences in 2018",217
1330.0,insights from new york car accident reports,187
1338.0,ml optimization using cognitive assistant,218
1423.0,use sql with data in hadoop python,71
1427.0,"use xgboost, scikit-learn & ibm watson machine learning apis",136
221.0,how smart catalogs can turn the big data flood into an ocean of opportunity,152
1160.0,analyze accident reports on amazon emr spark,107
1332.0,intents & examples for ibm watson conversation,21
732.0,rapidly build machine learning flows with dsx,219
1077.0,airbnb data for analytics: berlin reviews,155
1160.0,analyze accident reports on amazon emr spark,107
1320.0,housing (2015): united states demographic measures,220
933.0,workflow in r,155
1324.0,ibm watson facebook posts for 2015,28
1432.0,visualize data with the matplotlib library,177
1171.0,"apache spark lab, part 2: querying data",151
1422.0,use r dataframes & ibm watson natural language understanding,125
1398.0,total population by country,168
1360.0,pixieapp for outlier detection,209
173.0,"10 must attend data science, ml and ai conferences in 2018",10
1328.0,income (2015): united states demographic measures,131
486.0,use spark r to load and analyze data,221
1332.0,intents & examples for ibm watson conversation,222
1427.0,"use xgboost, scikit-learn & ibm watson machine learning apis",98
1423.0,use sql with data in hadoop python,132
1170.0,"apache spark lab, part 1: basic concepts",223
1050.0,"jupyter notebooks with scala, python, or r kernels",192
1320.0,housing (2015): united states demographic measures,224
1420.0,use apache systemml and spark for machine learning,17
1328.0,income (2015): united states demographic measures,225
880.0,probabilistic graphical models tutorial — part 1 – stats and bots,157
1305.0,gosales transactions for naive bayes model,22
1427.0,"use xgboost, scikit-learn & ibm watson machine learning apis",170
1181.0,car performance data,139
732.0,rapidly build machine learning flows with dsx,200
1393.0,the nurse assignment problem,190
1428.0,use decision optimization to schedule league games,135
1291.0,fertility rate by country in total births per woman,167
213.0,modeling energy usage in new york city,145
1427.0,"use xgboost, scikit-learn & ibm watson machine learning apis",146
1328.0,income (2015): united states demographic measures,159
930.0,how to use version control (github) in rstudio within dsx?,185
173.0,"10 must attend data science, ml and ai conferences in 2018",220
1338.0,ml optimization using cognitive assistant,135
1314.0,healthcare python streaming application demo,155
732.0,rapidly build machine learning flows with dsx,160
299.0,brunel in jupyter,30
1360.0,pixieapp for outlier detection,163
1364.0,predicting churn with the spss random tree algorithm,135
1320.0,housing (2015): united states demographic measures,131
382.0,what is text analytics?,226
1254.0,country statistics: stock of broad money,145
1293.0,finding optimal locations of new store using decision optimization,176
1164.0,analyze open data sets with pandas dataframes,145
930.0,how to use version control (github) in rstudio within dsx?,144
353.0,sparklyr — r interface for apache spark,155
353.0,sparklyr — r interface for apache spark,149
1330.0,insights from new york car accident reports,227
237.0,deep learning with data science experience,145
1338.0,ml optimization using cognitive assistant,209
1336.0,learn basics about notebooks and apache spark,158
880.0,probabilistic graphical models tutorial — part 1 – stats and bots,228
173.0,"10 must attend data science, ml and ai conferences in 2018",200
645.0,how to perform a logistic regression in r,155
1328.0,income (2015): united states demographic measures,168
1171.0,"apache spark lab, part 2: querying data",132
651.0,analyzing streaming data from kafka topics,195
1320.0,housing (2015): united states demographic measures,229
